tweet_id,tweet_text,multi_label,binary_label,POS_tagging,cleanTweetTXT,human_nounCount,human_verbCount,human_adverbCount,human_adjectiveCount,infra_nounCount,infra_verbCount,infra_adverbCount,infra_adjectiveCount
'384990330962968576',"USGS reports a M2.1 #earthquake 56km SW of Valdez, Alaska on 10/1/13 @ 10:33:11 UTC http://t.co/oOKy9OV6VI #quake",non_damage,non_damage,"['USGS', '^', 'reports', 'N', 'a', 'D', 'M', '$', '2.1', '$', '#earthquake', 'N', '56km', 'P', 'SW', 'N', 'of', 'P', 'Valdez', '^', ',', ',', 'Alaska', '^', 'on', 'P', '10/1/13', '$', '@', 'P', '10:33:11', '$', 'UTC', '^', 'http://t.co/oOKy9OV6VI', 'U', '#quake', '#']",usgs reports earthquake valdez alaska utc,0,0,0,0,0,0,0,0
'384336925617713152',#Osama Bin Laden raid #exposed as a complete lie by #Pakistan National TV  http://t.co/nUQXagaq1C,non_damage,non_damage,"['#Osama', '#', 'Bin', '^', 'Laden', '^', 'raid', 'N', '#exposed', 'V', 'as', 'P', 'a', 'D', 'complete', 'A', 'lie', 'N', 'by', 'P', '#Pakistan', '^', 'National', '^', 'TV', 'N', 'http://t.co/nUQXagaq1C', 'U']",bin laden raid exposed complete lie pakistan national,0,0,0,0,0,0,0,0
'383818797448052736',"@thekiranbedi Media calls J&amp;K attack on peace process, seeing what #Pakistan said last night. Does the attack not look calculated?",non_damage,non_damage,"['@thekiranbedi', '@', 'Media', '^', 'calls', 'V', 'J&K', '^', 'attack', 'N', 'on', 'P', 'peace', '^', 'process', 'N', ',', ',', 'seeing', 'V', 'what', 'O', '#Pakistan', '^', 'said', 'V', 'last', 'A', 'night', 'N', '.', ',', 'Does', 'V', 'the', 'D', 'attack', 'N', 'not', 'R', 'look', 'V', 'calculated', 'V', '?', ',']",media calls attack peace process seeing pakistan said last night attack look calculated,0,0,0,0,0,0,0,0
'382892243641569280',#Earthquake in western #Pakistan kills 100s &amp; creates island off coast http://t.co/8aApa5jXZP,human_damage,damage,"['#Earthquake', '^', 'in', 'P', 'western', 'A', '#Pakistan', 'N', 'kills', 'V', '100s', '$', '&', '&', 'creates', 'V', 'island', 'N', 'off', 'P', 'coast', 'N', 'http://t.co/8aApa5jXZP', 'U']",earthquake western pakistan kills creates island coast,1,1,0,0,0,0,0,0
'382850881323933696',RT@UNOCHA #Pakistan: at least45 ppl hv been killed&amp;100injured following a 7.7earthquake in Balochistan Province-http://t.co/i1vs2ERpvo v @UN,human_damage,damage,"['RT', '~', '@UNOCHA', '@', '#Pakistan', '#', ':', ',', 'at', 'P', 'least45', '^', 'ppl', 'N', 'hv', 'V', 'been', 'V', 'killed&100injured', 'V', 'following', 'V', 'a', 'D', '7.7', '$', 'earthquake', 'N', 'in', 'P', 'Balochistan', '^', 'Province-', 'N', 'http://t.co/i1vs2ERpvo', 'U', 'v', 'G', '@UN', '@']",least ppl killed injured following earthquake balochistan province,1,2,0,1,0,0,0,0
'383512595958730752',"USGS reports a M1.9 #earthquake 41km W of Anchorage, Alaska on 9/27/13 @ 8:39:13 UTC http://t.co/quFuoNVNP0 #quake",non_damage,non_damage,"['USGS', '^', 'reports', 'N', 'a', 'D', 'M', '$', '1.9', '$', '#earthquake', 'N', '41km', 'P', 'W', 'N', 'of', 'P', 'Anchorage', '^', ',', ',', 'Alaska', '^', 'on', 'P', '9/27/13', '$', '@', 'P', '8:39:13', '$', 'UTC', 'N', 'http://t.co/quFuoNVNP0', 'U', '#quake', '#']",usgs reports earthquake anchorage alaska utc,0,0,0,0,0,0,0,0
'383725101503356928',"【#USGS #Breaking】 M 2.0, 74km SE of Whittier, Alaska http://t.co/oLVB6CkUGc #PastHour #2 #earthquake #tsunami #prayfromjapan",non_damage,non_damage,"['【', 'G', '#USGS', '^', '#Breaking', '#', '】', 'G', 'M', 'G', '2.0', '$', ',', ',', '74km', '$', 'SE', 'N', 'of', 'P', 'Whittier', '^', ',', ',', 'Alaska', '^', 'http://t.co/oLVB6CkUGc', 'U', '#PastHour', '#', '#2', '$', '#earthquake', '#', '#tsunami', '#', '#prayfromjapan', '#']",usgs whittier alaska,0,0,0,0,0,0,0,0
'384805094828437504',Deadly market bombing in Pakistan - The Age: Deadly market bombing in PakistanThe AgeDeadly market b... http://t.co/8OrihwZO9o #Pakistan,non_damage,non_damage,"['Deadly', 'A', 'market', 'N', 'bombing', 'V', 'in', 'P', 'Pakistan', '^', '-', ',', 'The', 'D', 'Age', 'N', ':', ',', 'Deadly', 'A', 'market', 'N', 'bombing', 'V', 'in', 'P', 'PakistanThe', '^', 'AgeDeadly', '^', 'market', '^', 'b', 'V', '...', ',', 'http://t.co/8OrihwZO9o', 'U', '#Pakistan', '#']",deadly market bombing pakistan age deadly market bombing pakistanthe agedeadly market,0,0,1,1,0,0,0,0
'383852368552415232',"1.9 magnitude #earthquake. 84km NNW of Talkeetna, Alaska.http://t.co/Q0lBMrfNOc",non_damage,non_damage,"['1.9', '$', 'magnitude', 'N', '#earthquake', 'N', '.', ',', '84km', '$', 'NNW', 'N', 'of', 'P', 'Talkeetna', '^', ',', ',', 'Alaska', '^', '.', ',', 'http://t.co/Q0lBMrfNOc', 'U']",magnitude earthquake nnw talkeetna alaska,0,0,0,0,0,0,0,0
'383966872909004801',"2.0 magnitude #earthquake. 42 km from Hilo, HI, United States.http://t.co/iVmZohl4EL",non_damage,non_damage,"['2.0', '$', 'magnitude', 'N', '#earthquake', 'N', '.', ',', '42', '$', 'km', 'N', 'from', 'P', 'Hilo', '^', ',', ',', 'HI', '!', ',', ',', 'United', '^', 'States', 'N', '.', ',', 'http://t.co/iVmZohl4EL', 'U']",magnitude earthquake hilo united states,0,0,0,0,0,0,0,0
'384048769081171969',RT @KarachiJUD: Khi:We need volunteers to support our rescue teams in #earthquake affected areas of #Balochistan. Pls contact at 0321274215.,non_damage,non_damage,"['RT', '~', '@KarachiJUD', '@', ':', '~', 'Khi', '^', ':', ',', 'We', 'O', 'need', 'V', 'volunteers', 'N', 'to', 'P', 'support', 'V', 'our', 'D', 'rescue', 'N', 'teams', 'N', 'in', 'P', '#earthquake', '^', 'affected', 'V', 'areas', 'N', 'of', 'P', '#Balochistan', '^', '.', ',', 'Pls', 'V', 'contact', 'V', 'at', 'P', '0321274215', '^', '.', ',']",khi need volunteers support rescue teams earthquake affected areas balochistan pls contact,0,0,0,1,1,0,0,0
'383993008724516865',"USGS reports a M0 #earthquake 5km NW of The Geysers, California on 9/28/13 @ 16:32:33 UTC http://t.co/X0ob3jwgWK #quake",non_damage,non_damage,"['USGS', '^', 'reports', 'N', 'a', 'D', 'M0', '$', '#earthquake', '^', '5km', '^', 'NW', '^', 'of', 'P', 'The', 'D', 'Geysers', 'N', ',', ',', 'California', '^', 'on', 'P', '9/28/13', '$', '@', 'P', '16:32:33', '$', 'UTC', '^', 'http://t.co/X0ob3jwgWK', 'U', '#quake', '#']",usgs reports earthquake geysers california utc,0,0,0,0,0,0,0,0
'383994863982616576',@WorldBank @UN @GlblCtzn What is UN doing about 100000 that just became homeless (+unknown death toll) in Pakistan?  #earthquake,non_damage,non_damage,"['@WorldBank', '@', '@UN', '@', '@GlblCtzn', '@', 'What', 'O', 'is', 'V', 'UN', '^', 'doing', 'V', 'about', 'P', '100000', '$', 'that', 'P', 'just', 'R', 'became', 'V', 'homeless', 'A', '(+unknown', 'A', 'death', 'N', 'toll', 'N', ')', ',', 'in', 'P', 'Pakistan', '^', '?', ',', '#earthquake', '#']",became homeless unknown death toll pakistan,1,1,0,0,0,0,0,0
'384719876331302913',PTI Minority MPA Exposed the Politics of ANP &amp; PPP on Dead bodies: PTI Minority MPA Exposed the... http://t.co/bjg64h1xDg #pakistan #ppp,human_damage,damage,"['PTI', '^', 'Minority', '^', 'MPA', '^', 'Exposed', 'V', 'the', 'D', 'Politics', 'N', 'of', 'P', 'ANP', '^', '&', '&', 'PPP', '^', 'on', 'P', 'Dead', 'A', 'bodies', 'N', ':', ',', 'PTI', '^', 'Minority', '^', 'MPA', '^', 'Exposed', 'V', 'the', 'D', '...', '~', 'http://t.co/bjg64h1xDg', 'U', '#pakistan', '#', '#ppp', '#']",pti minority mpa exposed politics anp ppp dead bodies pti minority mpa exposed,2,1,0,1,0,0,0,0
'383889652022665216',RT @ErumManzoor: I love #Pakistan &amp; I'll serve it no matter what the circumstances are.. Its my promise to you my Dear Great Quaid http://t…,non_damage,non_damage,"['RT', '~', '@ErumManzoor', '@', ':', '~', 'I', 'O', 'love', 'V', '#Pakistan', '^', '&', '&', ""I'll"", 'L', 'serve', 'V', 'it', 'O', 'no', 'D', 'matter', 'N', 'what', 'O', 'the', 'D', 'circumstances', 'N', 'are', 'V', '..', ',', 'Its', 'L', 'my', 'D', 'promise', 'N', 'to', 'P', 'you', 'O', 'my', 'D', 'Dear', 'N', 'Great', 'A', 'Quaid', '^', 'http://t', 'U', '…', ',']",love pakistan serve matter circumstances promise dear great quaid,0,0,0,0,0,0,0,0
'382859147173441536',Part 1/3 .. A mere tweet may not express my deep grief for the loss of Baloch Nation due to the quake yesterday.. #balochistan #earthquake,non_damage,non_damage,"['Part', 'N', '1/3', '$', '..', ',', 'A', 'D', 'mere', 'A', 'tweet', 'N', 'may', 'V', 'not', 'R', 'express', 'V', 'my', 'D', 'deep', 'A', 'grief', 'N', 'for', 'P', 'the', 'D', 'loss', 'N', 'of', 'P', 'Baloch', '^', 'Nation', 'N', 'due', 'P', 'to', 'P', 'the', 'D', 'quake', 'N', 'yesterday', 'N', '..', ',', '#balochistan', '#', '#earthquake', '#']",part mere tweet may express deep grief loss baloch nation due quake yesterday,0,0,0,0,0,0,0,0
'384526803739492353',"#earthquake: USGS Earthquake Alert: M 2.9 - 66km N of Hatillo, Puerto Rico http://t.co/pVmvCVRT3L",non_damage,non_damage,"['#earthquake', '^', ':', ',', 'USGS', '^', 'Earthquake', '^', 'Alert', 'N', ':', ',', 'M', 'E', '2.9', '$', '-', ',', '66km', '$', 'N', '&', 'of', 'P', 'Hatillo', '^', ',', ',', 'Puerto', '^', 'Rico', '^', 'http://t.co/pVmvCVRT3L', 'U']",earthquake usgs earthquake alert hatillo puerto rico,0,0,0,0,0,0,0,0
'384307384686219264',RT @AnasMallick: Parts of #Awaran are YET to receive #EarthQuake Relief items even after the 6th day! Includes NokJu and malaar areas to na…,non_damage,non_damage,"['RT', '~', '@AnasMallick', '@', ':', '~', 'Parts', 'N', 'of', 'P', '#Awaran', '^', 'are', 'V', 'YET', 'R', 'to', 'P', 'receive', 'V', '#EarthQuake', '^', 'Relief', '^', 'items', 'N', 'even', 'R', 'after', 'P', 'the', 'D', '6th', 'A', 'day', 'N', '!', ',', 'Includes', 'V', 'NokJu', '^', 'and', '&', 'malaar', '^', 'areas', 'N', 'to', 'P', 'na', 'V', '…', ',']",parts awaran yet receive earthquake relief items even day includes nokju malaar areas,0,0,0,0,1,0,0,0
'382928382721531904',RT @EarthquakeAu: New #Earthquake Mw 7.0 NEAR COAST OF SOUTHERN PERU: Magnitude   Mw 7.0 Region   NEAR COAST OF SOUTHERN PERU Date... http:…,non_damage,non_damage,"['RT', '~', '@EarthquakeAu', '@', ':', '~', 'New', 'A', '#Earthquake', '^', 'Mw', '^', '7.0', '$', 'NEAR', 'P', 'COAST', 'N', 'OF', 'P', 'SOUTHERN', 'A', 'PERU', '^', ':', ',', 'Magnitude', '^', 'Mw', '^', '7.0', '$', 'Region', 'N', 'NEAR', 'P', 'COAST', 'N', 'OF', 'P', 'SOUTHERN', 'A', 'PERU', '^', 'Date', 'N', '...', ',', 'http', 'U', ':', '~', '…', 'E']",new earthquake near coast southern peru magnitude region near coast southern peru date,0,0,0,0,0,0,0,0
'383679474539442177',And the #earthquake  death toll rises to 400. May their souls RIP.,human_damage,damage,"['And', '&', 'the', 'D', '#earthquake', '^', 'death', 'N', 'toll', 'N', 'rises', 'V', 'to', 'P', '400', '$', '.', ',', 'May', 'V', 'their', 'D', 'souls', 'N', 'RIP', 'V', '.', ',']",earthquake death toll rises may souls rip,1,1,0,0,0,0,0,0
'384074228364247040',RT @TeapotTony: First request of the evening #earthquake @djfreshdnb @clubconcrete #requests #mainroom,non_damage,non_damage,"['RT', '~', '@TeapotTony', '@', ':', '~', 'First', 'A', 'request', 'N', 'of', 'P', 'the', 'D', 'evening', 'N', '#earthquake', '#', '@djfreshdnb', '@', '@clubconcrete', '@', '#requests', 'N', '#mainroom', '#']",first request evening requests,0,0,0,0,0,0,0,0
'382813501729017856',Saddened by powerful 7.7 magn.earthquake that killed 250 people in #Pakistan. Condolences for victims&amp;families and hope for a quick recovery,human_damage,damage,"['Saddened', 'V', 'by', 'P', 'powerful', 'A', '7.7', '$', 'magn', 'N', '.', ',', 'earthquake', 'N', 'that', 'P', 'killed', 'V', '250', '$', 'people', 'N', 'in', 'P', '#Pakistan', '^', '.', ',', 'Condolences', 'N', 'for', 'P', 'victims&families', 'N', 'and', '&', 'hope', 'V', 'for', 'P', 'a', 'D', 'quick', 'A', 'recovery', 'N']",saddened powerful magn earthquake killed people pakistan condolences victims families hope quick recovery,3,1,0,0,0,0,0,0
'382856858240708608',150+ tragically died while a new island was born due to the 7.8 mag #earthquake off the southern coast of #Pakistan: http://t.co/OEFbIzf3aw,human_damage,damage,"['150+', '$', 'tragically', 'R', 'died', 'V', 'while', 'P', 'a', 'D', 'new', 'A', 'island', 'N', 'was', 'V', 'born', 'V', 'due', 'A', 'to', 'P', 'the', 'D', '7.8', '$', 'mag', 'N', '#earthquake', 'N', 'off', 'P', 'the', 'D', 'southern', 'A', 'coast', 'N', 'of', 'P', '#Pakistan', '^', ':', ',', 'http://t.co/OEFbIzf3aw', 'U']",tragically died new island born due mag earthquake southern coast pakistan,0,1,0,0,0,0,1,0
'384149259941322752',2013 US Sumo Open [Earthquake (Cyrus Remix)] #sumo #power #slam #epic #variety #sport #earthquake ooohh killem https://t.co/2s2arIpa2z,non_damage,non_damage,"['2013', '$', 'US', '^', 'Sumo', '^', 'Open', '^', '[', ',', 'Earthquake', 'N', '(', ',', 'Cyrus', '^', 'Remix', '^', ')]', ',', '#sumo', '#', '#power', 'N', '#slam', '#', '#epic', '#', '#variety', '#', '#sport', '#', '#earthquake', '#', 'ooohh', '!', 'killem', 'N', 'https://t.co/2s2arIpa2z', 'U']",sumo open earthquake cyrus remix power ooohh killem,0,0,0,0,0,0,0,0
