tweet_id,tweet_text,multi_label,binary_label,POS_tagging,cleanTweetTXT,tweet_length,Determiners_Count,Verbs_Count,Pronouns_Count,NominalVerbal_Count,URLs_Count,Noun_Count,Adverb_Count,Adjective_Count,Unknown_count,Interjection_count,PrePost_count
'501088646091374592',"RT @EYER1S: swear boys be like ""bro I think she's moving on"" ""holluh lemme hit her up real quick""",non_damage,non_damage,"['RT', '~', '@EYER1S', '@', ':', '~', 'swear', 'V', 'boys', 'N', 'be', 'V', 'like', 'P', '""', ',', 'bro', 'N', 'I', 'O', 'think', 'V', ""she's"", 'L', 'moving', 'V', 'on', 'P', '""', ',', '""', ',', 'holluh', 'N', 'lemme', 'L', 'hit', 'V', 'her', 'O', 'up', 'T', 'real', 'R', 'quick', 'A', '""', ',']",swear boys like bro think moving holluh lemme hit real quick,20,0,5,2,2,0,3,1,1,0,0,2
'501041681165459457',@Katey5678 have you signed up fro the readathon too? x,non_damage,non_damage,"['@Katey5678', '@', 'have', 'V', 'you', 'O', 'signed', 'V', 'up', 'T', 'fro', 'P', 'the', 'D', 'readathon', 'N', 'too', 'R', '?', ',', 'x', 'G']",signed fro readathon,10,1,2,1,0,0,1,1,0,1,0,1
'501166284986257408',"if the purge was real, ill go hit up bukoo hair stores, shoe stores, &amp; clothing stores!!! lol",non_damage,non_damage,"['if', 'P', 'the', 'D', 'purge', 'N', 'was', 'V', 'real', 'A', ',', ',', 'ill', 'L', 'go', 'V', 'hit', 'V', 'up', 'T', 'bukoo', 'A', 'hair', 'N', 'stores', 'N', ',', ',', 'shoe', 'N', 'stores', 'N', ',', ',', '&', '&', 'clothing', 'N', 'stores', 'N', '!!!', ',', 'lol', '!']",purge real ill hit bukoo hair stores shoe stores clothing stores lol,18,1,3,0,1,0,7,0,2,0,1,1
'501252114744479744',I wanna bring it up,non_damage,non_damage,"['I', 'O', 'wanna', 'V', 'bring', 'V', 'it', 'O', 'up', 'T']",wanna bring,5,0,2,2,0,0,0,0,0,0,0,0
'501091102385254400',SPICE UP YA LIFE! RT @aemccarthy: Hold the fucking phone. Spice World is on Netflix now. You all know what to do.,non_damage,non_damage,"['SPICE', 'N', 'UP', 'P', 'YA', 'D', 'LIFE', 'N', '!', ',', 'RT', '~', '@aemccarthy', '@', ':', '~', 'Hold', 'V', 'the', 'D', 'fucking', 'A', 'phone', 'N', '.', ',', 'Spice', 'N', 'World', 'N', 'is', 'V', 'on', 'P', 'Netflix', '^', 'now', 'R', '.', ',', 'You', 'O', 'all', 'D', 'know', 'V', 'what', 'O', 'to', 'P', 'do', 'V', '.', ',']",spice life hold fucking phone spice world netflix know,23,3,4,2,0,0,5,1,1,0,0,3
'501252638613458944',RT @Baefeeling: sums it up http://t.co/nJHOZbIMMd,non_damage,non_damage,"['RT', '~', '@Baefeeling', '@', ':', '~', 'sums', 'V', 'it', 'O', 'up', 'T', 'http://t.co/nJHOZbIMMd', 'U']",sums,7,0,1,1,0,1,0,0,0,0,0,0
'501243655060213760',"@Sayy_rozayy Lol! Nigga be laying there knocked out and here she go "" Bae.... Wake up... * gets on top * .... SMH",non_damage,non_damage,"['@Sayy_rozayy', '@', 'Lol', '!', '!', ',', 'Nigga', 'N', 'be', 'V', 'laying', 'V', 'there', 'R', 'knocked', 'V', 'out', 'T', 'and', '&', 'here', 'R', 'she', 'O', 'go', 'V', '""', ',', 'Bae', 'N', '....', ',', 'Wake', 'V', 'up', 'T', '...', ',', '*', ',', 'gets', 'V', 'on', 'P', 'top', 'A', '*', ',', '....', ',', 'SMH', 'G']",lol nigga laying knocked bae wake gets top,19,0,6,1,0,0,2,2,1,1,1,1
'501372513297788928',RT @EcoWarrior1980: Human factor speeds up glacier melting #ClimateAction http://t.co/krIuXnll29,non_damage,non_damage,"['RT', '~', '@EcoWarrior1980', '@', ':', '~', 'Human', '^', 'factor', 'N', 'speeds', 'V', 'up', 'T', 'glacier', 'N', 'melting', 'V', '#ClimateAction', '#', 'http://t.co/krIuXnll29', 'U']",human factor speeds glacier melting,11,0,2,0,0,1,2,0,0,0,0,0
'501114338934263810',@ddlovato you should help us and tweet #votedemilovato so we'll catch up!!!!! #votedemilovato #votedemilovato #votedemilovato ×13,non_damage,non_damage,"['@ddlovato', '@', 'you', 'O', 'should', 'V', 'help', 'V', 'us', 'O', 'and', '&', 'tweet', 'V', '#votedemilovato', '#', 'so', 'R', ""we'll"", 'L', 'catch', 'V', 'up', 'T', '!!!!!', ',', '#votedemilovato', '#', '#votedemilovato', '#', '#votedemilovato', '#', '×13', '$']",help tweet catch,16,0,4,2,1,0,0,1,0,0,0,0
'501378906923212800',I'm tired at 7 almost 8. I can't even imagine how im gonna be when I have to wake up at 5:30 for school. 😩,non_damage,non_damage,"[""I'm"", 'L', 'tired', 'A', 'at', 'P', '7', '$', 'almost', 'R', '8', '$', '.', ',', 'I', 'O', ""can't"", 'V', 'even', 'R', 'imagine', 'V', 'how', 'R', 'im', 'L', 'gonna', 'V', 'be', 'V', 'when', 'R', 'I', 'O', 'have', 'V', 'to', 'P', 'wake', 'V', 'up', 'T', 'at', 'P', '5:30', '$', 'for', 'P', 'school', 'N', '.', ',', '😩', 'E']",tired almost can even imagine gonna wake school,25,0,6,2,2,0,1,4,1,0,0,4
'501174353648975872',I always get me hopes up,non_damage,non_damage,"['I', 'O', 'always', 'R', 'get', 'V', 'me', 'O', 'hopes', 'V', 'up', 'T']",always get hopes,6,0,2,2,0,0,0,1,0,0,0,0
'498968917243883521',Selfie with the flood  @_cameron_grace #peepthecar http://t.co/5PoOPR7LJN,non_damage,non_damage,"['Selfie', 'N', 'with', 'P', 'the', 'D', 'flood', 'N', '@_cameron_grace', '@', '#peepthecar', '#', 'http://t.co/5PoOPR7LJN', 'U']",selfie flood,7,1,0,0,0,1,2,0,0,0,0,1
'501164338863169536',RT @SexualGxfs: wake bae up like this http://t.co/QqLulDtqac,non_damage,non_damage,"['RT', '~', '@SexualGxfs', '@', ':', '~', 'wake', 'V', 'bae', 'N', 'up', 'P', 'like', 'P', 'this', 'O', 'http://t.co/QqLulDtqac', 'U']",wake bae like,9,0,1,1,0,1,1,0,0,0,0,2
'501179394405044225',"""Every morning you have the same two choices: 1. Continue to sleep with your dreams or 2. Wake up and chase them."" http://t.co/Etu2q2iDCp",non_damage,non_damage,"['""', ',', 'Every', 'D', 'morning', 'N', 'you', 'O', 'have', 'V', 'the', 'D', 'same', 'A', 'two', '$', 'choices', 'N', ':', ',', '1', '$', '.', ',', 'Continue', 'V', 'to', 'P', 'sleep', 'V', 'with', 'P', 'your', 'D', 'dreams', 'N', 'or', '&', '2', '$', '.', ',', 'Wake', 'V', 'up', 'T', 'and', '&', 'chase', 'V', 'them', 'O', '.', ',', '""', ',', 'http://t.co/Etu2q2iDCp', 'U']",every morning choices continue sleep dreams wake chase,23,3,5,2,0,1,3,0,1,0,0,2
'501128880884043777',“@_WhiteBoyDevin: Tony messed up for that 😂” man what i do now,non_damage,non_damage,"['“', ',', '@_WhiteBoyDevin', '@', ':', '~', 'Tony', '^', 'messed', 'V', 'up', 'T', 'for', 'P', 'that', 'O', '😂', ',', '”', ',', 'man', '!', 'what', 'O', 'i', 'O', 'do', 'V', 'now', 'R']",tony messed man,12,0,2,3,0,0,0,1,0,0,1,1
'501104242728239104',finna clean up then take a nap,non_damage,non_damage,"['finna', 'V', 'clean', 'V', 'up', 'T', 'then', 'R', 'take', 'V', 'a', 'D', 'nap', 'N']",finna clean take nap,7,1,3,0,0,0,1,1,0,0,0,0
'501199466008170497',RT @TooCool_AP: I Want A Girl Thats Not Friendly .. I Dont Want Her To Be Stuck Up But I Want Her To People Know She Gotta Boyfriend 💯,non_damage,non_damage,"['RT', '~', '@TooCool_AP', '@', ':', '~', 'I', 'O', 'Want', 'V', 'A', 'D', 'Girl', 'N', 'Thats', 'L', 'Not', 'R', 'Friendly', 'A', '..', ',', 'I', 'O', 'Dont', 'V', 'Want', 'V', 'Her', 'O', 'To', 'P', 'Be', 'V', 'Stuck', 'V', 'Up', 'T', 'But', '&', 'I', 'O', 'Want', 'V', 'Her', 'O', 'To', 'P', 'People', 'N', 'Know', 'V', 'She', 'O', 'Gotta', 'V', 'Boyfriend', 'N', '💯', 'G']",want girl thats friendly dont want stuck want people know gotta boyfriend,29,1,8,6,1,0,3,1,1,1,0,2
'501048248249765888',@__kassaay but I was sleeping but then I woke up 😔,non_damage,non_damage,"['@__kassaay', '@', 'but', '&', 'I', 'O', 'was', 'V', 'sleeping', 'V', 'but', '&', 'then', 'R', 'I', 'O', 'woke', 'V', 'up', 'T', '😔', 'E']",sleeping woke,11,0,3,2,0,0,0,1,0,0,0,0
'501276689788190721',Miss Suva City Council up now. Mentions the sponsor Vodafone. #shesapro #missfiji,non_damage,non_damage,"['Miss', '^', 'Suva', '^', 'City', '^', 'Council', '^', 'up', 'T', 'now', 'R', '.', ',', 'Mentions', 'V', 'the', 'D', 'sponsor', 'N', 'Vodafone', '^', '.', ',', '#shesapro', '#', '#missfiji', '#']",miss suva city council mentions sponsor vodafone,12,1,1,0,0,0,1,1,0,0,0,0
'501077198330425344',"RT @taylorreddeman_: ""Lower your standards""  No tf? Up your game",non_damage,non_damage,"['RT', '~', '@taylorreddeman_', '@', ':', '~', '""', ',', 'Lower', '^', 'your', 'D', 'standards', 'N', '""', ',', 'No', '!', 'tf', 'N', '?', ',', 'Up', 'T', 'your', 'D', 'game', 'N']",lower standards game,11,2,0,0,0,0,3,0,0,0,1,0
'501068400958132224',✨🌀✨🌀 GO WATCH #TAYLORSNEWVIDEO DONT FORGET TO SUBSCRIBE  AND GIVE IT A BIG THUMBS UP! @taylorcaniff 🌀✨🌀✨ https://t.co/etpZoItZxQ 13,non_damage,non_damage,"['✨🌀✨🌀', '^', 'GO', '^', 'WATCH', 'V', '#TAYLORSNEWVIDEO', '#', 'DONT', 'V', 'FORGET', 'V', 'TO', 'P', 'SUBSCRIBE', 'V', 'AND', '&', 'GIVE', 'V', 'IT', 'O', 'A', 'D', 'BIG', 'N', 'THUMBS', 'V', 'UP', 'T', '!', ',', '@taylorcaniff', '@', '🌀✨🌀✨', 'G', 'https://t.co/etpZoItZxQ', 'U', '13', '$']",watch dont forget subscribe give big thumbs,19,1,6,1,0,1,1,0,0,1,0,1
'501225438325530625',I really gotta wake up in 5 hours to work out 😅 I gotta force myself to sleep.,non_damage,non_damage,"['I', 'O', 'really', 'R', 'gotta', 'V', 'wake', 'V', 'up', 'T', 'in', 'P', '5', '$', 'hours', 'N', 'to', 'P', 'work', 'V', 'out', 'T', '😅', ',', 'I', 'O', 'gotta', 'V', 'force', 'V', 'myself', 'O', 'to', 'P', 'sleep', 'V', '.', ',']",really gotta wake hours work gotta force sleep,17,0,6,3,0,0,1,1,0,0,0,3
'501145279903838208',"“@TerrillCharming: Lmao😂😂😂 ""@iAintAsianTho: LMFAOOO fucked up http://t.co/Cesi1yRN7Z""” LOOOOOOOOOOOL",non_damage,non_damage,"['“', ',', '@TerrillCharming', '@', ':', '~', 'Lmao😂😂😂', '^', '""', ',', '@iAintAsianTho', '@', ':', '~', 'LMFAOOO', '!', 'fucked', 'V', 'up', 'T', 'http://t.co/Cesi1yRN7Z', 'U', '""”', ',', 'LOOOOOOOOOOOL', '!']",lmao lmfaooo fucked loooooooooool,10,0,1,0,0,1,0,0,0,0,2,0
'501181300829847552',When you tryna FaceTime but Jambo is tryna turn up http://t.co/LP6GHotyeL,non_damage,non_damage,"['When', 'R', 'you', 'O', 'tryna', 'V', 'FaceTime', '^', 'but', '&', 'Jambo', '^', 'is', 'V', 'tryna', 'V', 'turn', 'V', 'up', 'T', 'http://t.co/LP6GHotyeL', 'U']",tryna facetime jambo tryna turn,11,0,4,1,0,1,0,1,0,0,0,0
'501093622084042753',"RT @jlubinsky: About to get my #Wegmans on up in #Scranton! If there is a greater #supermarket, I have yet to find… http://t.co/nWBw0jfubv",non_damage,non_damage,"['RT', '~', '@jlubinsky', '@', ':', '~', 'About', 'P', 'to', 'P', 'get', 'V', 'my', 'D', '#Wegmans', '^', 'on', 'P', 'up', 'T', 'in', 'P', '#Scranton', '^', '!', ',', 'If', 'P', 'there', 'X', 'is', 'V', 'a', 'D', 'greater', 'A', '#supermarket', 'N', ',', ',', 'I', 'O', 'have', 'V', 'yet', 'R', 'to', 'P', 'find', 'V', '…', ',', 'http://t.co/nWBw0jfubv', 'U']",get wegmans scranton greater supermarket yet find,24,2,4,1,0,1,1,1,1,0,0,6
'501349782095683586',RT @RalphLo67: #EOSBBQ next up doe ...   #JustKnow .. 😎 http://t.co/AXyPkE1yMU,non_damage,non_damage,"['RT', '~', '@RalphLo67', '@', ':', '~', '#EOSBBQ', '#', 'next', 'A', 'up', 'T', 'doe', 'R', '...', ',', '#JustKnow', '#', '..', ',', '😎', 'G', 'http://t.co/AXyPkE1yMU', 'U']",next doe,10,0,0,0,0,1,0,1,1,1,0,0
'501114492244475904',No idea how to put a tent up and can already tell weather will be shit for Leeds fest,non_damage,non_damage,"['No', 'D', 'idea', 'N', 'how', 'R', 'to', 'P', 'put', 'V', 'a', 'D', 'tent', 'N', 'up', 'T', 'and', '&', 'can', 'V', 'already', 'R', 'tell', 'V', 'weather', 'N', 'will', 'V', 'be', 'V', 'shit', 'N', 'for', 'P', 'Leeds', '^', 'fest', 'N']",idea put tent already tell weather shit leeds fest,19,2,5,0,0,0,5,2,0,0,0,2
'501162416013471745',"RT @countrysayingss: Kiss the tears right off her face, tell her everything’s okay, feel her heartbeat next to mine and make up for lost ti…",non_damage,non_damage,"['RT', '~', '@countrysayingss', '@', ':', '~', 'Kiss', 'V', 'the', 'D', 'tears', 'N', 'right', 'R', 'off', 'P', 'her', 'D', 'face', 'N', ',', ',', 'tell', 'V', 'her', 'O', 'everything’s', 'L', 'okay', 'A', ',', ',', 'feel', 'V', 'her', 'D', 'heartbeat', 'N', 'next', 'P', 'to', 'P', 'mine', 'O', 'and', '&', 'make', 'V', 'up', 'T', 'for', 'P', 'lost', 'A', 'ti', 'N', '…', ',']",kiss tears right face tell everythings okay feel heartbeat next mine make lost,26,3,4,2,1,0,4,1,2,0,0,4
'501131421088370689',RT @mandystlpd: #Ferguson Martin Luther King III now coming up to speak. Will be MLK3 in tweets for space reasons,non_damage,non_damage,"['RT', '~', '@mandystlpd', '@', ':', '~', '#Ferguson', '#', 'Martin', '^', 'Luther', '^', 'King', '^', 'III', '^', 'now', 'R', 'coming', 'V', 'up', 'T', 'to', 'P', 'speak', 'V', '.', ',', 'Will', 'V', 'be', 'V', 'MLK3', '^', 'in', 'P', 'tweets', 'N', 'for', 'P', 'space', 'N', 'reasons', 'N']",martin luther king iii coming speak mlk tweets space reasons,21,0,4,0,0,0,3,1,0,0,0,3
'501294306083495936',RT @AlexusSiearra1: When he says he's out with this patnas &amp; you know  his patnas be up to no good 😒 http://t.co/mHsUmYvrgY,non_damage,non_damage,"['RT', '~', '@AlexusSiearra1', '@', ':', '~', 'When', 'R', 'he', 'O', 'says', 'V', ""he's"", 'L', 'out', 'T', 'with', 'P', 'this', 'D', 'patnas', 'N', '&', '&', 'you', 'O', 'know', 'V', 'his', 'D', 'patnas', 'N', 'be', 'V', 'up', 'T', 'to', 'P', 'no', 'D', 'good', 'A', '😒', 'E', 'http://t.co/mHsUmYvrgY', 'U']",says patnas know patnas good,23,3,3,2,1,1,2,1,1,0,0,2
'501135986978742272',RT @LuiCalibre: I think I'm going to make a follow up video to the commentary I just uploaded today. I think I've found a subject that peop…,non_damage,non_damage,"['RT', '~', '@LuiCalibre', '@', ':', '~', 'I', 'O', 'think', 'V', ""I'm"", 'L', 'going', 'V', 'to', 'P', 'make', 'V', 'a', 'D', 'follow', 'V', 'up', 'T', 'video', 'N', 'to', 'P', 'the', 'D', 'commentary', 'N', 'I', 'O', 'just', 'R', 'uploaded', 'V', 'today', 'N', '.', ',', 'I', 'O', 'think', 'V', ""I've"", 'L', 'found', 'V', 'a', 'D', 'subject', 'N', 'that', 'P', 'peop', 'G', '…', 'G']",think going make follow video commentary uploaded today think found subject,29,3,7,3,2,0,4,1,0,2,0,3
'501164154385088512',RT @TheWhaleFacts: Whales usually dress up as whales for Halloween.,non_damage,non_damage,"['RT', '~', '@TheWhaleFacts', '@', ':', '~', 'Whales', 'N', 'usually', 'R', 'dress', 'V', 'up', 'T', 'as', 'P', 'whales', 'N', 'for', 'P', 'Halloween', '^', '.', ',']",whales usually dress whales halloween,11,0,1,0,0,0,2,1,0,0,0,2
'501223650066841600',RT @MafiosoGunz: @resignn I wanna be like you when u grow up bro. U iz my idol. Face ass,non_damage,non_damage,"['RT', '~', '@MafiosoGunz', '@', ':', '~', '@resignn', '@', 'I', 'O', 'wanna', 'V', 'be', 'V', 'like', 'P', 'you', 'O', 'when', 'R', 'u', 'O', 'grow', 'V', 'up', 'T', 'bro', 'N', '.', ',', 'U', 'O', 'iz', 'V', 'my', 'D', 'idol', 'N', '.', ',', 'Face', 'N', 'ass', 'N']",wanna like grow bro idol face ass,20,1,4,4,0,0,4,1,0,0,0,1
'501324521417474048',"What's follow-up y'all seen of the ""bodies"" who were laying out ?",non_damage,non_damage,"[""What's"", 'L', 'follow-up', 'N', ""y'all"", 'O', 'seen', 'V', 'of', 'P', 'the', 'D', '""', ',', 'bodies', 'V', '""', ',', 'who', 'O', 'were', 'V', 'laying', 'V', 'out', 'T', '?', ',']",what follow all seen bodies laying,11,1,4,2,1,0,1,0,0,0,0,1
'501265025345277952',RT @_NoItsPatrick: I sleep better when someone cuddles up on me. and I get super calm when I play in someones hair.,non_damage,non_damage,"['RT', '~', '@_NoItsPatrick', '@', ':', '~', 'I', 'O', 'sleep', 'V', 'better', 'R', 'when', 'R', 'someone', 'N', 'cuddles', 'V', 'up', 'T', 'on', 'P', 'me', 'O', '.', ',', 'and', '&', 'I', 'O', 'get', 'V', 'super', 'R', 'calm', 'A', 'when', 'R', 'I', 'O', 'play', 'V', 'in', 'P', 'someones', 'S', 'hair', 'N', '.', ',']",sleep better someone cuddles get super calm play someones hair,23,0,4,4,0,0,2,4,1,0,0,2
'501179899269242880',that's why I shouldn't take naps I wake up in the weirdest mood ever,non_damage,non_damage,"[""that's"", 'L', 'why', 'R', 'I', 'O', ""shouldn't"", 'V', 'take', 'V', 'naps', 'N', 'I', 'O', 'wake', 'V', 'up', 'T', 'in', 'P', 'the', 'D', 'weirdest', 'A', 'mood', 'N', 'ever', 'R']",that take naps wake weirdest mood ever,14,1,3,2,1,0,2,2,1,0,0,1
'501174092939001856',"WHO'S GUILTY HERE?... A wife is dreaming, wakes up and shouts ""Quick...my husband's home!"" Her husband wakes up and jumps out the window.",non_damage,non_damage,"[""WHO'S"", 'L', 'GUILTY', 'A', 'HERE', 'R', '?...', ',', 'A', 'D', 'wife', 'N', 'is', 'V', 'dreaming', 'V', ',', ',', 'wakes', 'V', 'up', 'T', 'and', '&', 'shouts', 'V', '""', ',', 'Quick', '^', '...', ',', 'my', 'D', ""husband's"", 'N', 'home', 'N', '!', ',', '""', ',', 'Her', 'D', 'husband', 'N', 'wakes', 'V', 'up', 'T', 'and', '&', 'jumps', 'V', 'out', 'P', 'the', 'D', 'window', 'N', '.', ',']",who guilty wife dreaming wakes shouts quick husband home husband wakes jumps window,24,4,6,0,1,0,5,1,1,0,0,1
'501072715701579776',EVERYONE GO WATCH  ✨💙✨💙✨💙✨💙  #TaylorsNewVideo  ✨💙✨💙✨💙✨💙  https://t.co/BdwjYJGqZm  ✨💙✨💙✨💙✨💙  GIVE IT A THUMBS UP @taylorcaniff  ✨💙✨💙✨💙✨💙 x60,non_damage,non_damage,"['EVERYONE', 'N', 'GO', 'V', 'WATCH', 'V', '✨💙✨💙✨💙✨💙', ',', '#TaylorsNewVideo', '#', '✨💙✨💙✨💙✨💙', 'G', 'https://t.co/BdwjYJGqZm', 'U', '✨💙✨💙✨💙✨💙', 'P', 'GIVE', 'V', 'IT', 'O', 'A', 'D', 'THUMBS', 'N', 'UP', 'P', '@taylorcaniff', '@', '✨💙✨💙✨💙✨💙', 'G', 'x60', 'G']",everyone watch give thumbs,15,1,3,1,0,1,2,0,0,3,0,2
'501265514791198720',mark wanna wait for jada to go to sleep to act up 😂,non_damage,non_damage,"['mark', '^', 'wanna', 'V', 'wait', 'V', 'for', 'P', 'jada', '^', 'to', 'P', 'go', 'V', 'to', 'P', 'sleep', 'V', 'to', 'P', 'act', 'V', 'up', 'T', '😂', 'G']",mark wanna wait jada sleep act,13,0,5,0,0,0,0,0,0,1,0,4
'501366645693374464',"I woke up again at 6 am.got my walk in,made breakfast &amp; lunch packed &amp; drinking my green tea.showered &amp; dressed ready to kick Monday's tail!",non_damage,non_damage,"['I', 'O', 'woke', 'V', 'up', 'T', 'again', 'R', 'at', 'P', '6', '$', 'am', 'N', '.', ',', 'got', 'V', 'my', 'D', 'walk', 'N', 'in', 'P', ',', ',', 'made', 'V', 'breakfast', 'N', '&', '&', 'lunch', 'N', 'packed', 'V', '&', '&', 'drinking', 'V', 'my', 'D', 'green', 'A', 'tea', 'N', '.', ',', 'showered', 'V', '&', '&', 'dressed', 'V', 'ready', 'A', 'to', 'P', 'kick', 'V', ""Monday's"", 'Z', 'tail', 'N', '!', ',']",woke got walk made breakfast lunch packed drinking green tea showered dressed ready kick monday tail,29,2,8,1,0,0,6,1,2,0,0,3
'501163008736124930',RT @crimounal: I still don't understand how fetus harry ended up on a hair dresser sign http://t.co/FxCxJmwIkt,non_damage,non_damage,"['RT', '~', '@crimounal', '@', ':', '~', 'I', 'O', 'still', 'R', ""don't"", 'V', 'understand', 'V', 'how', 'R', 'fetus', 'N', 'harry', '^', 'ended', 'V', 'up', 'T', 'on', 'P', 'a', 'D', 'hair', 'N', 'dresser', 'N', 'sign', 'N', 'http://t.co/FxCxJmwIkt', 'U']",still understand fetus harry ended hair dresser sign,18,1,3,1,0,1,4,2,0,0,0,1
